"District","School","GrowthStatus","PctPassingEOGTests","PctFreeReduced","HasStringsProgram","SchoolScore","Grade"
"Stokes County Schools","Francisco Elementary","Exceeded",57.30,71.80,0,63,"C"
"Transylvania County Schools","Brevard Elementary","Exceeded",60.10,63.00,0,65,"C"
"Stokes County Schools","King Elementary","Exceeded",64.80,61.00,0,70,"B"
"Stokes County Schools","London Elementary","NotMet",58.80,58.90,0,61,"C"
"Stokes County Schools","Mount Olive Elementary","Exceeded",65.80,45.60,0,70,"B"
"Stokes County Schools","Nancy Reynolds Elementary","Met",62.20,65.90,0,66,"C"
"Stokes County Schools","North Stokes High","Met",58.30,43.50,0,71,"B"
"Stokes County Schools","Pine Hall Elementary","Exceeded",49.50,70.90,0,57,"C"
"Stokes County Schools","Piney Grove Middle","Met",54.40,54.50,0,59,"C"
"Stokes County Schools","Pinnacle Elementary","Exceeded",55.70,64.50,0,63,"C"
"Stokes County Schools","Sandy Ridge Elementary","Exceeded",66.30,57.40,0,71,"B"
"Stokes County Schools","South Stokes High","Exceeded",63.80,43.40,0,74,"B"
"Stokes County Schools","Walnut Cove Elementary","Exceeded",55.80,70.60,0,62,"C"
"Stokes County Schools","West Stokes High","NotMet",47.00,34.00,0,60,"C"
"Surry County Schools","Copeland Elementary","Met",59.60,71.50,0,63,"C"
"Surry County Schools","Dobson Elementary","NotMet",69.10,65.40,0,68,"C"
"Surry County Schools","Flat Rock Elementary","Met",65.60,87.00,0,67,"C"
"Surry County Schools","Franklin Elementary","Exceeded",69.50,72.80,0,73,"B"
"Surry County Schools","Meadowview Middle","NotMet",45.90,76.50,0,49,"D"
"Surry County Schools","North Surry High","NotMet",51.00,54.30,0,63,"C"
"Surry County Schools","Pilot Mountain Elementary","Met",61.60,57.10,0,63,"C"
"Surry County Schools","Shoals Elementary","Met",80.40,48.50,0,81,"B"
"Surry County Schools","Surry Central High","NotMet",50.40,59.20,0,63,"C"
"Surry County Schools","Surry Early College HS Design","Met",84.70,50.30,0,87,"A"
"Surry County Schools","Westfield Elementary","Met",67.80,66.00,0,71,"B"
"Swain County Schools","Swain Co East Elementary","Exceeded",53.60,66.40,0,61,"C"
"Swain County Schools","Swain Co West Elementary","Met",67.80,64.50,0,71,"B"
"Wake County Schools","Wilburn Elementary","Met",43.30,65.90,0,51,"D"
"Wake County Schools","Panther Creek High","Exceeded",80.40,11.60,0,89,"A"
"Swain County Schools","Swain County Middle","Exceeded",47.80,63.00,0,55,"C"
"Thomasville City Schools","Thomasville High","Met",37.10,79.70,0,57,"C"
"Transylvania County Schools","Brevard High","NotMet",68.90,42.90,0,71,"B"
"Transylvania County Schools","Brevard Middle","Exceeded",59.50,57.60,0,65,"C"
"Transylvania County Schools","Pisgah Forest Elementary","Met",70.80,61.00,0,73,"B"
"Transylvania County Schools","Rosman High","NotMet",58.10,58.70,0,69,"C"
"Transylvania County Schools","T C Henderson Elementary","Met",68.80,69.60,0,71,"B"
"Tyrrell County Schools","Columbia Middle","NotMet",41.40,76.90,0,46,"D"
"Tyrrell County Schools","Tyrrell Elementary","NotMet",41.10,77.10,0,45,"D"
"Union County Public Schools","Antioch Elementary","Met",83.20,11.30,0,83,"B"
"Watauga County Schools","Watauga High","Met",66.40,30.40,0,75,"B"
"Union County Public Schools","Benton Heights Elementary","Met",38.60,89.40,0,46,"D"
"Union County Public Schools","Central Academy of Technology & Arts","Exceeded",92.00,24.00,0,93,"A"
"Union County Public Schools","Cuthbertson Middle","Exceeded",84.20,11.00,0,86,"A"
"Union County Public Schools","East Elementary","Met",31.00,,0,40,"D"
"Union County Public Schools","East Union Middle","NotMet",46.40,73.80,0,49,"D"
"Union County Public Schools","Fairview Elementary","Exceeded",71.80,29.60,0,76,"B"
"Union County Public Schools","Hemby Bridge Elementary","Met",77.30,30.60,0,78,"B"
"Union County Public Schools","Indian Trail Elementary","Exceeded",72.60,34.80,0,76,"B"
"Union County Public Schools","Kensington Elementary","Exceeded",82.70,8.50,0,84,"B"
"Wake County Schools","Green Hope High","Exceeded",85.40,6.50,1,90,"A"
"Union County Public Schools","Marvin Elementary","Met",89.30,,0,86,"A"
"Wake County Schools","Holly Ridge Elementary","Met",73.30,25.00,0,76,"B"
"Union County Public Schools","Marvin Ridge High","Exceeded",85.20,,0,91,"A"
"Union County Public Schools","Monroe Middle","Exceeded",39.00,89.70,0,50,"D"
"Union County Public Schools","New Salem Elementary","Met",80.80,28.30,0,80,"B"
"Union County Public Schools","Parkwood High","NotMet",53.40,40.00,0,66,"C"
"Wake County Schools","Weatherstone Elementary","Exceeded",80.60,25.50,0,84,"B"
"Union County Public Schools","Parkwood Middle","Met",60.90,46.80,0,63,"C"
"Union County Public Schools","Piedmont High","Exceeded",74.90,25.00,0,83,"B"
"Vance County Schools","E O Young Jr Elementary","NotMet",29.90,88.00,0,35,"F"
"Union County Public Schools","Porter Ridge Elementary","Met",63.40,44.60,0,67,"C"
"Union County Public Schools","Porter Ridge Middle School","Exceeded",68.60,31.80,0,74,"B"
"Union County Public Schools","Rea View Elementary","NotMet",89.80,,0,84,"B"
"Union County Public Schools","Rocky River Elementary","Exceeded",72.20,60.00,0,75,"B"
"Union County Public Schools","Stallings Elementary","Met",84.60,22.00,0,85,"A"
"Union County Public Schools","Sun Valley High","Met",64.90,35.10,0,75,"B"
"Union County Public Schools","Union County Early College","Exceeded",85.80,40.70,0,89,"A"
"Union County Public Schools","Unionville Elementary","Met",71.60,36.80,0,73,"B"
"Union County Public Schools","Walter Bickett Elementary","Exceeded",36.70,92.10,0,47,"D"
"Union County Public Schools","Waxhaw Elementary","Met",66.30,40.20,0,69,"C"
"Union County Public Schools","Weddington Elementary","Met",93.70,7.00,0,91,"A"
"Union County Public Schools","Weddington High","Exceeded",87.70,7.60,0,91,"A"
"Union County Public Schools","Weddington Middle","Exceeded",90.00,10.20,0,92,"A"
"Union County Public Schools","Wingate Elementary","Met",57.30,85.60,0,60,"C"
"Vance County Schools","Aycock Elementary","Met",62.90,85.10,0,67,"C"
"Vance County Schools","Dabney Elementary","Met",44.00,85.10,0,50,"D"
"Vance County Schools","E M Rollins Elementary","NotMet",27.80,91.00,0,34,"F"
"Vance County Schools","Eaton-Johnson Middle","NotMet",31.20,85.20,0,36,"F"
"Vance County Schools","Henderson Middle","NotMet",31.40,88.90,0,35,"F"
"Vance County Schools","L B Yancey Elementary","Met",40.10,,0,48,"D"
"Wake County Schools","East Cary Middle","Met",68.60,31.70,0,69,"C"
"Vance County Schools","Northern Vance High","NotMet",30.50,67.50,0,50,"D"
"Vance County Schools","Pinkston Street Elementary","NotMet",49.20,,0,52,"D"
"Vance County Schools","Southern Vance High","NotMet",31.30,81.80,0,50,"D"
"Vance County Schools","Vance Co Early College","NotMet",60.80,53.80,0,69,"C"
"Wake County Schools","Apex Middle","Exceeded",80.60,19.50,0,83,"B"
"Wake County Schools","Athens Drive High","Exceeded",67.90,32.90,1,80,"B"
"Wake County Schools","Aversboro Elementary","Met",59.00,53.50,0,64,"C"
"Wake County Schools","Baileywick Road Elementary","Met",58.90,47.30,0,62,"C"
"Wake County Schools","Ballentine Elementary","Met",65.50,32.90,0,67,"C"
"Wake County Schools","Banks Rd Elementary","Exceeded",72.90,29.90,0,76,"B"
"Wake County Schools","Barwell Road Elementary","NotMet",41.90,70.20,0,46,"D"
"Wake County Schools","Baucom Elementary","Exceeded",78.40,16.10,0,80,"B"
"Wake County Schools","Brier Creek Elementary","Met",70.80,22.10,0,72,"B"
"Wake County Schools","Brooks Elementary","Exceeded",77.80,25.60,0,79,"B"
"Wake County Schools","Bugg Elementary","Met",46.30,62.70,0,52,"D"
"Wake County Schools","Carnage Middle","Met",69.30,34.30,1,70,"B"
"Wilkes County Schools","C B Eller Elementary","Exceeded",54.50,65.90,0,61,"C"
"Wake County Schools","Carpenter Elementary","Met",76.40,21.00,0,76,"B"
"Wake County Schools","Carroll Middle","NotMet",44.40,55.90,1,47,"D"
"Wake County Schools","Cary Elementary","NotMet",72.50,42.30,0,71,"B"
"Wake County Schools","Cedar Fork Elementary","Exceeded",89.40,7.80,0,89,"A"
"Wake County Schools","Combs Elementary","Exceeded",68.90,31.80,0,73,"B"
"Wake County Schools","Conn Elementary","Met",55.60,46.30,0,59,"C"
"Wake County Schools","Creech Road Elementary","Met",38.70,79.60,0,47,"D"
"Wake County Schools","Dillard Drive Elementary","Met",55.30,54.70,0,60,"C"
"Wake County Schools","Dillard Drive Middle","Met",58.20,48.20,1,63,"C"
"Wake County Schools","Durant Road Middle","NotMet",60.80,38.40,0,62,"C"
"Wake County Schools","East Garner Elementary","Exceeded",49.40,73.40,0,57,"C"
"Wake County Schools","East Garner Middle","NotMet",44.70,62.40,1,48,"D"
"Wake County Schools","East Wake School of Arts Education and G","Exceeded",49.50,58.20,0,68,"C"
"Wake County Schools","East Wake School of Engineering","NotMet",34.10,46.00,0,54,"D"
"Wake County Schools","East Wake School of Health Science","Exceeded",56.20,46.90,0,73,"B"
"Wake County Schools","East Wake School of Integrated Technolog","Met",41.50,59.20,0,60,"C"
"Wake County Schools","Wakefield Middle","Met",67.50,27.10,1,69,"C"
"Wake County Schools","Forest Pines Elementary","Met",67.10,33.00,0,69,"C"
"Wake County Schools","Fox Road Elementary","NotMet",43.90,77.90,0,49,"D"
"Wake County Schools","Fuquay-Varina Elementary","Exceeded",71.00,37.60,0,74,"B"
"Wake County Schools","Garner High","Exceeded",53.90,44.40,1,71,"B"
"Wake County Schools","Green Elementary","Met",50.50,57.00,0,55,"C"
"Wake County Schools","Green Hope Elementary","Exceeded",86.90,10.90,0,88,"A"
"Wake County Schools","Harris Creek Elementary","Exceeded",65.10,32.20,0,69,"C"
"Wake County Schools","Herbert Akins Rd Elementary","Met",73.60,24.70,0,74,"B"
"Wake County Schools","Heritage Elementary","NotMet",81.80,14.20,0,79,"B"
"Wake County Schools","Heritage High","Exceeded",66.00,26.00,0,77,"B"
"Wake County Schools","Hilburn Drive Academy","Exceeded",65.00,27.90,0,69,"C"
"Wake County Schools","Holly Grove Elementary","NotMet",81.40,12.00,0,79,"B"
"Wake County Schools","Holly Grove Middle","NotMet",67.10,23.70,0,66,"C"
"Wake County Schools","Holly Springs Elementary","Exceeded",80.00,15.60,0,82,"B"
"Wake County Schools","Holly Springs High","Exceeded",73.20,18.30,0,83,"B"
"Wake County Schools","Hunter Elementary","Met",62.30,43.60,1,66,"C"
"Wake County Schools","Jones Dairy Elementary","Met",86.40,14.50,0,86,"A"
"Wake County Schools","Kingswood Elementary","Met",62.40,55.80,0,66,"C"
"Wake County Schools","Knightdale Elementary","NotMet",50.20,67.10,0,53,"D"
"Wake County Schools","Lacy Elementary","Met",77.80,26.50,0,79,"B"
"Wake County Schools","Lake Myra Elementary","NotMet",54.50,45.80,0,56,"C"
"Wake County Schools","Laurel Park Elementary","Exceeded",81.40,12.20,0,82,"B"
"Wake County Schools","Leesville Road Elementary","Met",70.80,27.80,0,71,"B"
"Wake County Schools","Leesville Road High","Exceeded",75.60,19.30,1,85,"A"
"Wake County Schools","Leesville Road Middle","Met",69.90,24.90,1,71,"B"
"Wake County Schools","Lockhart Elementary","Met",54.10,55.30,0,59,"C"
"Wake County Schools","Lufkin Road Middle","Exceeded",81.40,13.60,0,84,"B"
"Wake County Schools","Lynn Road Elementary","NotMet",48.00,53.00,0,52,"D"
"Wake County Schools","Middle Creek Elementary","Exceeded",79.60,18.50,0,82,"B"
"Wake County Schools","Middle Creek High","Exceeded",74.50,27.10,0,83,"B"
"Wake County Schools","Millbrook High","Exceeded",65.30,30.30,1,81,"B"
"Wake County Schools","Mills Park Elementary","Met",87.90,8.30,0,86,"A"
"Wake County Schools","Mills Park Middle","Met",82.40,11.00,0,80,"B"
"Wake County Schools","Moore Square Museum Magnet Middle","Met",45.00,53.20,1,53,"D"
"Wake County Schools","Needham Broughton High","Exceeded",61.10,34.60,1,74,"B"
"Wake County Schools","North Forest Pines Drive Elementary","Exceeded",76.00,23.90,0,78,"B"
"Wake County Schools","North Garner Middle","Met",50.10,53.20,0,55,"C"
"Wake County Schools","Northwoods Elementary","Exceeded",66.50,39.50,0,70,"B"
"Wake County Schools","Oak Grove Elementary","Met",82.70,16.20,0,83,"B"
"Wake County Schools","Olds Elementary","Exceeded",77.30,24.50,0,79,"B"
"Wake County Schools","Partnership Elementary","Met",57.40,30.10,0,62,"C"
"Wake County Schools","Penny Road Elementary","Exceeded",77.40,26.20,0,80,"B"
"Wake County Schools","Poe Elementary","Met",54.50,57.70,1,60,"C"
"Wake County Schools","Reedy Creek Elementary","Met",59.90,51.00,0,63,"C"
"Wake County Schools","Reedy Creek Middle","NotMet",55.90,48.80,0,56,"C"
"Wake County Schools","River Bend Elementary","Met",57.20,61.60,0,62,"C"
"Wake County Schools","Rolesville High","Met",50.40,42.60,1,56,"C"
"Wake County Schools","Root Elementary","Met",69.70,25.50,0,70,"B"
"Wake County Schools","Salem Elementary","Met",76.00,23.70,0,76,"B"
"Wake County Schools","Sanford Creek Elementary","NotMet",60.80,24.80,0,62,"C"
"Wake County Schools","Southeast Raleigh High","Exceeded",44.70,54.80,0,65,"C"
"Wake County Schools","Stough Elementary","Met",54.70,48.30,0,60,"C"
"Wake County Schools","Swift Creek Elementary","NotMet",69.50,42.00,0,67,"C"
"Wake County Schools","Timber Drive Elementary","NotMet",60.40,45.30,0,61,"C"
"Wake County Schools","Turner Creek Elementary","Met",80.00,12.40,0,81,"B"
"Wake County Schools","Underwood Elementary","Met",79.80,20.50,1,80,"B"
"Wake County Schools","Wake Early College of Health and Science","Exceeded",81.80,29.90,0,89,"A"
"Wake County Schools","Wake Forest Elementary","Met",72.30,38.10,0,73,"B"
"Wake County Schools","Wake Forest High School","Exceeded",68.50,27.10,1,80,"B"
"Wake County Schools","Wake Forest Middle School","Exceeded",61.10,39.10,1,66,"C"
"Wake County Schools","Wake NCSU STEM ECHS","Exceeded",89.50,37.20,0,89,"A"
"Wake County Schools","Wake Young Men's Leadership Academy","NotMet",69.10,32.50,0,67,"C"
"Wake County Schools","Wakefield Elementary","Met",57.00,32.50,0,60,"C"
"Wake County Schools","Wakefield High","Exceeded",67.00,28.60,1,79,"B"
"Wake County Schools","Wakelon Elementary","Met",52.10,72.80,0,57,"C"
"Washington County Schools","Creswell Elementary","NotMet",44.70,74.80,0,48,"D"
"Wake County Schools","Wendell Elementary","Exceeded",52.10,57.30,0,60,"C"
"Wake County Schools","Wendell Middle","NotMet",43.30,60.20,0,46,"D"
"Wake County Schools","West Millbrook Middle","Met",60.80,39.90,1,63,"C"
"Wake County Schools","Wildwood Forest Elementary","NotMet",57.90,48.70,0,58,"C"
"Wake County Schools","Wiley Elementary","Exceeded",70.60,28.10,0,74,"B"
"Wake County Schools","William G Enloe High","Met",65.50,35.10,1,72,"B"
"Wake County Schools","Willow Springs Elementary","Exceeded",80.10,31.00,0,83,"B"
"Wake County Schools","Yates Mill Elementary","Met",71.60,49.90,0,74,"B"
"Wake County Schools","York Elementary","Met",62.60,45.40,0,65,"C"
"Wake County Schools","Zebulon Elementary","Exceeded",61.10,60.50,1,66,"C"
"Warren County Schools","Mariam Boyd Elementary","Met",39.30,88.60,0,45,"D"
"Wayne County Public Schools","Brogden Primary","Met",28.60,90.60,0,39,"F"
"Warren County Schools","Northside Elementary","NotMet",22.90,85.30,0,30,"F"
"Warren County Schools","South Warren Elementary","Met",45.20,85.20,0,53,"D"
"Warren County Schools","Vaughan Elementary","Met",52.20,79.80,0,56,"C"
"Warren County Schools","Warren County High","Met",35.30,78.30,0,56,"C"
"Warren County Schools","Warren County Middle","NotMet",32.30,83.80,0,38,"F"
"Warren County Schools","Warren Early College High","Met",48.00,48.20,0,65,"C"
"Wilkes County Schools","C C Wright Elementary","NotMet",47.60,72.10,0,50,"D"
"Warren County Schools","Warren New Tech High","Met",51.80,63.70,0,66,"C"
"Washington County Schools","Creswell High","NotMet",33.60,61.10,0,45,"D"
"Washington County Schools","Pines Elementary","NotMet",28.40,89.90,0,33,"F"
"Washington County Schools","Plymouth High","Met",28.10,80.30,0,57,"C"
"Watauga County Schools","Blowing Rock Elementary","Exceeded",82.50,21.20,0,84,"B"
"Watauga County Schools","Cove Creek Elementary","Met",66.10,57.00,0,69,"C"
"Watauga County Schools","Green Valley Elementary","Exceeded",54.50,54.10,0,62,"C"
"Watauga County Schools","Hardin Park Elementary","Exceeded",72.70,40.50,0,76,"B"
"Watauga County Schools","Parkway Elementary","Exceeded",70.80,40.80,0,75,"B"
"Watauga County Schools","Valle Crucis Elementary","Met",70.80,40.60,0,73,"B"
"Wayne County Public Schools","Brogden Middle","NotMet",25.60,86.70,0,31,"F"
"Wayne County Public Schools","Carver Elementary","NotMet",34.90,77.90,0,41,"D"
"Wayne County Public Schools","Carver Heights Elementary","Met",27.00,94.20,0,38,"F"
"Wayne County Public Schools","Dillard Middle","NotMet",14.10,91.90,0,21,"F"
"Wayne County Public Schools","Eastern Wayne Elementary","NotMet",35.50,73.30,0,40,"D"
"Wayne County Public Schools","Eastern Wayne High","NotMet",43.90,48.30,0,60,"C"
"Wayne County Public Schools","Mount Olive Middle","Exceeded",42.60,71.00,0,53,"D"
"Wayne County Public Schools","Norwayne Middle","Exceeded",60.20,51.30,0,68,"C"
"Wayne County Public Schools","Rosewood Elementary","Met",62.00,51.60,0,65,"C"
"Wilson County Schools","Wilson Early College Academy","Met",85.70,57.60,0,85,"A"
"Wayne County Public Schools","School Street Elementary","Exceeded",26.50,,0,38,"F"
"Wayne County Public Schools","Spring Creek Elementary","Exceeded",49.60,77.40,0,57,"C"
"Wayne County Public Schools","Spring Creek High","Met",42.20,63.70,0,56,"C"
"Wayne County Public Schools","Wayne School of Engineering","Exceeded",82.10,30.40,0,86,"A"
"Weldon City Schools","Roanoke Valley Early College","NotMet",53.70,58.60,0,63,"C"
"Weldon City Schools","Weldon Elementary","Met",26.10,85.60,0,35,"F"
"Weldon City Schools","Weldon High","Exceeded",38.60,83.20,0,65,"C"
"Weldon City Schools","Weldon Middle","Exceeded",20.50,91.10,0,34,"F"
"Whiteville City Schools","Central Middle","Met",52.90,67.10,0,57,"C"
"Whiteville City Schools","Edgewood Elementary","Met",50.10,79.20,0,55,"C"
"Wilkes County Schools","Boomer-Ferguson Elementary","Exceeded",59.60,83.30,0,66,"C"
"Wilkes County Schools","Central Wilkes Middle","NotMet",45.00,65.10,0,47,"D"
"Wilkes County Schools","East Wilkes Middle","Exceeded",57.70,61.40,0,63,"C"
"Wilkes County Schools","Millers Creek Elementary","Met",57.00,66.80,0,63,"C"
"Wilkes County Schools","Mulberry Elementary","Exceeded",57.30,79.40,0,64,"C"
"Wilkes County Schools","North Wilkes High","NotMet",48.90,53.50,0,64,"C"
"Wilkes County Schools","Roaring River Elementary","Exceeded",44.70,68.80,0,54,"D"
"Wilkes County Schools","Traphill Elementary","Met",46.70,72.00,0,51,"D"
"Wilkes County Schools","West Wilkes High","Met",59.70,49.20,0,72,"B"
"Wilkes County Schools","West Wilkes Middle","Exceeded",58.50,59.10,0,65,"C"
"Wilkes County Schools","Wilkes Central High","NotMet",49.50,54.60,0,63,"C"
"Wilkes County Schools","Wilkes Early College High","Met",71.10,59.40,0,77,"B"
